,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
19,2019-09-07,19:00,Série A,Matchweek 18,Sat,Away,L,0,1,Internacional,0.5,1.6,49.0,14302.0,Reinaldo,4-2-3-1,Marcelo de Lima Henrique,Match Report,,9,4,19.1,1.0,0,0,2019,Sao Paulo
20,2019-09-15,19:00,Série A,Matchweek 19,Sun,Home,D,1,1,CSA,2.8,0.7,71.0,29779.0,Hernanes,4-2-3-1,Heber Roberto Lopes,Match Report,,33,6,18.4,4.0,0,0,2019,Sao Paulo
21,2019-09-21,11:00,Série A,Matchweek 20,Sat,Away,W,2,1,Botafogo (RJ),1.2,0.6,47.0,18471.0,Hernanes,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,,17,7,20.8,2.0,0,0,2019,Sao Paulo
22,2019-09-25,21:30,Série A,Matchweek 21,Wed,Home,L,0,1,Goiás,1.9,0.3,72.0,12505.0,Dani Alves,4-2-3-1,Bruno Arleu de Araujo,Match Report,,12,3,15.7,0.0,0,1,2019,Sao Paulo
23,2019-09-28,19:00,Série A,Matchweek 22,Sat,Away,D,0,0,Flamengo,0.5,1.7,39.0,67051.0,Hernanes,4-1-4-1,Rafael Traci,Match Report,,8,1,26.2,0.0,0,0,2019,Sao Paulo
24,2019-10-05,17:00,Série A,Matchweek 23,Sat,Home,W,2,1,Fortaleza,2.6,1.1,61.0,34962.0,Hernanes,4-1-4-1,Diego Pombo Lopez,Match Report,,19,7,17.1,0.0,0,0,2019,Sao Paulo
25,2019-10-09,21:00,Série A,Matchweek 24,Wed,Away,D,0,0,Bahia,0.4,0.7,59.0,31726.0,Hernanes,4-2-3-1,Braulio da Silva Machado,Match Report,,8,1,22.1,0.0,0,0,2019,Sao Paulo
26,2019-10-13,18:00,Série A,Matchweek 25,Sun,Home,W,1,0,Corinthians,1.7,0.1,55.0,37561.0,Hernanes,4-1-4-1,Raphael Claus,Match Report,,16,2,26.2,1.0,1,1,2019,Sao Paulo
27,2019-10-16,21:00,Série A,Matchweek 26,Wed,Away,L,0,1,Cruzeiro,0.6,0.6,59.0,30969.0,Hernanes,4-1-4-1,Wilton Sampaio,Match Report,,8,2,24.6,0.0,0,0,2019,Sao Paulo
28,2019-10-20,17:00,Série A,Matchweek 27,Sun,Home,W,1,0,Avaí,1.5,0.6,77.0,20763.0,Dani Alves,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,22,7,17.0,1.0,0,0,2019,Sao Paulo
29,2019-10-27,17:00,Série A,Matchweek 28,Sun,Home,W,2,0,Atlético Mineiro,1.6,0.9,59.0,18815.0,Reinaldo,4-1-4-1,Bruno Arleu de Araujo,Match Report,,16,6,17.9,1.0,0,0,2019,Sao Paulo
30,2019-10-30,20:30,Série A,Matchweek 29,Wed,Away,L,0,3,Palmeiras,0.9,2.0,67.0,29481.0,Dani Alves,4-1-4-1,Raphael Claus,Match Report,,14,4,23.9,0.0,0,0,2019,Sao Paulo
31,2019-11-02,21:00,Série A,Matchweek 30,Sat,Away,W,3,0,Chapecoense,1.1,1.5,61.0,14206.0,Dani Alves,4-2-3-1,Anderson Daronco,Match Report,,12,6,17.6,0.0,0,0,2019,Sao Paulo
32,2019-11-07,20:30,Série A,Matchweek 31,Thu,Home,L,0,2,Fluminense,0.8,1.1,56.0,17650.0,Dani Alves,4-3-3,Daniel Nobre Bins,Match Report,,21,4,23.7,0.0,0,0,2019,Sao Paulo
33,2019-11-10,17:00,Série A,Matchweek 32,Sun,Home,L,0,1,Atl Paranaense,1.1,0.4,63.0,13795.0,Dani Alves,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,,16,8,18.5,0.0,0,0,2019,Sao Paulo
34,2019-11-16,17:00,Série A,Matchweek 33,Sat,Away,D,1,1,Santos,1.3,1.6,59.0,14062.0,Dani Alves,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,15,4,18.3,0.0,0,0,2019,Sao Paulo
35,2019-11-24,19:00,Série A,Matchweek 34,Sun,Away,D,1,1,Ceará,1.2,1.6,51.0,29001.0,Dani Alves,4-1-4-1,Rafael Traci,Match Report,,6,2,16.7,0.0,0,0,2019,Sao Paulo
36,2019-11-28,20:30,Série A,Matchweek 35,Thu,Home,W,1,0,Vasco da Gama,1.0,0.8,56.0,11970.0,Dani Alves,4-2-3-1,Savio Pereira,Match Report,,15,5,24.0,2.0,0,0,2019,Sao Paulo
37,2019-12-01,19:00,Série A,Matchweek 36,Sun,Away,L,0,3,Grêmio,0.4,2.2,58.0,22039.0,Dani Alves,4-1-4-1,Marcelo de Lima Henrique,Match Report,,10,1,23.1,2.0,0,0,2019,Sao Paulo
38,2019-12-04,21:30,Série A,Matchweek 37,Wed,Home,W,2,1,Internacional,1.9,0.9,42.0,30822.0,Dani Alves,4-1-4-1,Braulio da Silva Machado,Match Report,,19,8,20.0,1.0,0,0,2019,Sao Paulo
39,2019-12-08,16:00,Série A,Matchweek 38,Sun,Away,W,2,1,CSA,1.1,1.3,57.0,7810.0,Igor Gomes,4-3-3,Alisson Sidnei Furtado,Match Report,,13,4,21.5,0.0,0,0,2019,Sao Paulo
5,2019-04-27,19:00,Série A,Matchweek 1,Sat,Away,L,0,2,Chapecoense,1.2,1.4,56.0,8231.0,Marcelo Lomba,4-3-3,Raphael Claus,Match Report,,20,7,22.0,0.0,0,0,2019,Internacional
6,2019-05-01,16:00,Série A,Matchweek 2,Wed,Home,W,2,1,Flamengo,1.4,0.9,46.0,37001.0,Rodrigo Dourado,4-3-3,Flavio Rodrigues De Souza,Match Report,,17,7,19.5,1.0,0,0,2019,Internacional
7,2019-05-04,19:00,Série A,Matchweek 3,Sat,Away,L,0,1,Palmeiras,0.3,1.2,65.0,31549.0,Marcelo Lomba,4-3-3,Wagner do Nascimento Magalhaes,Match Report,,10,2,25.5,0.0,0,0,2019,Internacional
9,2019-05-12,16:00,Série A,Matchweek 4,Sun,Home,W,3,1,Cruzeiro,2.8,1.8,53.0,21483.0,Andrés D'Alessandro,4-3-3,Raphael Claus,Match Report,,15,4,20.2,3.0,0,1,2019,Internacional
10,2019-05-19,16:00,Série A,Matchweek 5,Sun,Home,W,2,0,CSA,1.2,0.9,63.0,24220.0,Andrés D'Alessandro,4-3-1-2,Rodrigo Carvalhaes de Miranda,Match Report,,14,7,21.8,2.0,0,0,2019,Internacional
11,2019-05-26,16:00,Série A,Matchweek 6,Sun,Away,D,0,0,Santos,0.8,0.4,38.0,12756.0,Marcelo Lomba,4-1-4-1,Rodolpho Toski Marques,Match Report,,15,2,24.4,2.0,0,0,2019,Internacional
12,2019-06-02,19:00,Série A,Matchweek 7,Sun,Home,W,2,0,Avaí,1.5,0.6,63.0,19789.0,Andrés D'Alessandro,4-2-3-1,Rodrigo Nunes de Sá,Match Report,,11,7,18.9,1.0,0,0,2019,Internacional
13,2019-06-07,20:30,Série A,Matchweek 8,Fri,Away,L,1,2,Vasco da Gama,1.7,1.2,69.0,11046.0,Marcelo Lomba,4-3-3,Heber Roberto Lopes,Match Report,,19,4,20.2,1.0,0,0,2019,Internacional
14,2019-06-12,21:30,Série A,Matchweek 9,Wed,Home,W,3,1,Bahia,1.9,1.8,46.0,15724.0,Andrés D'Alessandro,4-3-3,Paulo Roberto Alves Júnior,Match Report,,14,7,22.5,0.0,0,0,2019,Internacional
15,2019-07-14,16:00,Série A,Matchweek 10,Sun,Away,L,0,1,Atl Paranaense,1.0,2.1,40.0,12700.0,Marcelo Lomba,4-3-3,Braulio da Silva Machado,Match Report,,12,4,20.2,1.0,0,0,2019,Internacional
16,2019-07-20,19:00,Série A,Matchweek 11,Sat,Home,D,1,1,Grêmio,1.0,0.4,43.0,35103.0,Rafael Sóbis,4-1-4-1,Anderson Daronco,Match Report,,11,4,24.7,2.0,0,0,2019,Internacional
18,2019-07-27,19:00,Série A,Matchweek 12,Sat,Home,W,1,0,Ceará,1.3,0.5,54.0,11033.0,Marcelo Lomba,4-3-3,Marcelo de Lima Henrique,Match Report,,11,5,17.2,0.0,0,0,2019,Internacional
20,2019-08-03,19:00,Série A,Matchweek 13,Sat,Away,L,1,2,Fluminense,0.8,2.4,39.0,16485.0,Marcelo Lomba,4-3-3,Rodolpho Toski Marques,Match Report,,15,4,24.8,1.0,0,0,2019,Internacional
21,2019-08-11,11:00,Série A,Matchweek 14,Sun,Home,D,0,0,Corinthians,0.4,0.8,56.0,32049.0,Andrés D'Alessandro,4-3-3,Caio Max Augusto Vieira,Match Report,,7,1,19.8,0.0,0,0,2019,Internacional
22,2019-08-17,17:00,Série A,Matchweek 15,Sat,Away,W,1,0,Fortaleza,0.6,0.9,45.0,38519.0,Danilo Fernandes,4-3-3,Braulio da Silva Machado,Match Report,,7,2,17.1,1.0,0,0,2019,Internacional
24,2019-08-25,16:00,Série A,Matchweek 16,Sun,Away,L,1,2,Goiás,1.4,0.5,72.0,8634.0,Marcelo Lomba,4-3-3,Marielson Alves Silva,Match Report,,11,5,19.0,1.0,0,0,2019,Internacional
26,2019-08-31,21:00,Série A,Matchweek 17,Sat,Home,W,3,2,Botafogo (RJ),2.4,0.9,50.0,8534.0,Marcelo Lomba,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,16,9,17.5,0.0,0,0,2019,Internacional
27,2019-09-07,19:00,Série A,Matchweek 18,Sat,Home,W,1,0,São Paulo,1.6,0.5,51.0,14302.0,Marcelo Lomba,4-2-3-1,Marcelo de Lima Henrique,Match Report,,12,3,20.5,3.0,1,1,2019,Internacional
28,2019-09-15,11:00,Série A,Matchweek 19,Sun,Away,W,3,1,Atlético Mineiro,0.9,2.6,39.0,18966.0,Rafael Sóbis,4-2-3-1,Bruno Arleu de Araujo,Match Report,,15,9,20.8,1.0,0,0,2019,Internacional
29,2019-09-22,11:00,Série A,Matchweek 20,Sun,Home,W,1,0,Chapecoense,1.7,0.3,64.0,21349.0,Marcelo Lomba,4-3-3,Diego Pombo Lopez,Match Report,,14,3,15.7,0.0,0,0,2019,Internacional
30,2019-09-25,21:30,Série A,Matchweek 21,Wed,Away,L,1,3,Flamengo,0.1,3.6,29.0,64548.0,Marcelo Lomba,4-3-3,Luiz Flávio de Oliveira,Match Report,,3,2,16.3,0.0,0,0,2019,Internacional
31,2019-09-29,16:00,Série A,Matchweek 22,Sun,Home,D,1,1,Palmeiras,1.4,0.6,53.0,20813.0,Marcelo Lomba,4-3-3,Braulio da Silva Machado,Match Report,,18,6,22.3,3.0,0,0,2019,Internacional
32,2019-10-05,21:00,Série A,Matchweek 23,Sat,Away,D,1,1,Cruzeiro,1.0,2.0,47.0,22561.0,Marcelo Lomba,4-3-3,Wagner do Nascimento Magalhaes,Match Report,,12,2,17.6,1.0,0,0,2019,Internacional
33,2019-10-09,19:15,Série A,Matchweek 24,Wed,Away,L,0,1,CSA,1.0,1.3,69.0,9927.0,Marcelo Lomba,4-3-3,Vinicius Furlan,Match Report,,14,2,23.7,0.0,0,0,2019,Internacional
34,2019-10-13,16:00,Série A,Matchweek 25,Sun,Home,D,0,0,Santos,0.5,0.6,48.0,12035.0,Andrés D'Alessandro,4-3-3,Bruno Arleu de Araujo,Match Report,,13,1,23.4,1.0,0,0,2019,Internacional
35,2019-10-17,19:15,Série A,Matchweek 26,Thu,Away,W,2,0,Avaí,2.4,0.8,69.0,6377.0,Marcelo Lomba,4-3-3,Thiago Duarte Peixoto,Match Report,,26,10,17.9,0.0,0,0,2019,Internacional
36,2019-10-20,17:00,Série A,Matchweek 27,Sun,Home,L,0,1,Vasco da Gama,1.3,2.2,71.0,24435.0,Andrés D'Alessandro,4-3-3,Vinicius Gonçalves Dias Araujo,Match Report,,19,7,17.3,0.0,0,0,2019,Internacional
37,2019-10-26,19:00,Série A,Matchweek 28,Sat,Away,W,3,2,Bahia,1.3,1.0,45.0,27542.0,Marcelo Lomba,4-2-3-1,Marcelo de Lima Henrique,Match Report,,17,6,20.4,1.0,0,0,2019,Internacional
38,2019-10-31,21:30,Série A,Matchweek 29,Thu,Home,D,1,1,Atl Paranaense,2.5,1.4,54.0,18767.0,Andrés D'Alessandro,4-2-3-1,André Luiz de Freitas Castro,Match Report,,13,3,19.1,1.0,0,1,2019,Internacional
39,2019-11-03,19:00,Série A,Matchweek 30,Sun,Away,L,0,2,Grêmio,0.2,1.1,41.0,40618.0,Marcelo Lomba,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,5,0,20.0,0.0,0,0,2019,Internacional
40,2019-11-07,19:30,Série A,Matchweek 31,Thu,Away,L,0,2,Ceará,1.2,1.4,59.0,19966.0,Andrés D'Alessandro,4-2-3-1,Wilton Sampaio,Match Report,,16,3,20.4,0.0,0,0,2019,Internacional
41,2019-11-10,17:00,Série A,Matchweek 32,Sun,Home,W,2,1,Fluminense,2.5,1.1,40.0,11781.0,Andrés D'Alessandro,4-2-3-1,Rodolpho Toski Marques,Match Report,,15,5,15.9,0.0,0,0,2019,Internacional
42,2019-11-17,18:00,Série A,Matchweek 33,Sun,Away,D,0,0,Corinthians,0.7,0.9,50.0,29159.0,Andrés D'Alessandro,4-2-3-1,Marcelo de Lima Henrique,Match Report,,13,2,19.1,0.0,0,0,2019,Internacional
43,2019-11-24,19:00,Série A,Matchweek 34,Sun,Home,D,2,2,Fortaleza,3.7,2.2,60.0,26012.0,Andrés D'Alessandro,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,23,6,14.3,2.0,0,0,2019,Internacional
44,2019-11-27,19:30,Série A,Matchweek 35,Wed,Home,L,1,2,Goiás,2.3,1.5,68.0,19331.0,Andrés D'Alessandro,4-2-3-1,Caio Max Augusto Vieira,Match Report,,24,9,14.9,2.0,0,0,2019,Internacional
45,2019-11-30,19:00,Série A,Matchweek 36,Sat,Away,W,1,0,Botafogo (RJ),1.2,0.8,55.0,30956.0,Marcelo Lomba,4-2-3-1,Rodolpho Toski Marques,Match Report,,17,7,22.7,0.0,0,0,2019,Internacional
46,2019-12-04,21:30,Série A,Matchweek 37,Wed,Away,L,1,2,São Paulo,0.9,1.9,58.0,30822.0,Marcelo Lomba,4-1-4-1,Braulio da Silva Machado,Match Report,,11,3,18.2,0.0,0,0,2019,Internacional
47,2019-12-08,16:00,Série A,Matchweek 38,Sun,Home,W,2,1,Atlético Mineiro,2.7,1.0,64.0,18616.0,Andrés D'Alessandro,4-2-3-1,Savio Pereira,Match Report,,20,6,14.5,2.0,0,0,2019,Internacional
2,2019-04-28,16:00,Série A,Matchweek 1,Sun,Away,L,2,3,Bahia,0.4,1.4,56.0,29294.0,Fagner,4-1-4-1,Wilton Sampaio,Match Report,,9,3,19.3,0.0,0,0,2019,Corinthians
3,2019-05-01,16:00,Série A,Matchweek 2,Wed,Home,W,1,0,Chapecoense,0.8,0.4,51.0,30442.0,Ramiro Benetti,4-1-4-1,Ricardo Marques Ribeiro,Match Report,,12,4,21.7,0.0,0,0,2019,Corinthians
4,2019-05-04,19:00,Série A,Matchweek 3,Sat,Away,D,1,1,Vasco da Gama,1.2,1.9,53.0,25779.0,Cássio,4-1-4-1,Rodrigo D'Alonso Ferreira,Match Report,,11,2,20.8,1.0,0,0,2019,Corinthians
5,2019-05-11,19:00,Série A,Matchweek 4,Sat,Home,D,0,0,Grêmio,0.9,0.3,48.0,36360.0,Ralf,4-1-4-1,Marcelo de Lima Henrique,Match Report,,11,4,22.6,2.0,0,0,2019,Corinthians
6,2019-05-19,16:00,Série A,Matchweek 5,Sun,Away,W,2,0,Atl Paranaense,1.1,1.3,38.0,18284.0,Danilo Avelar,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,4,2,8.6,0.0,0,0,2019,Corinthians
8,2019-05-26,19:00,Série A,Matchweek 6,Sun,Home,W,1,0,São Paulo,1.2,0.4,41.0,39378.0,Fagner,4-1-4-1,Flavio Rodrigues De Souza,Match Report,,13,5,21.0,0.0,0,0,2019,Corinthians
10,2019-06-08,19:00,Série A,Matchweek 8,Sat,Away,D,0,0,Cruzeiro,0.4,1.2,54.0,21370.0,Danilo Avelar,4-1-4-1,Marcelo de Lima Henrique,Match Report,,5,1,23.1,0.0,0,0,2019,Corinthians
11,2019-06-12,21:30,Série A,Matchweek 9,Wed,Away,L,0,1,Santos,0.1,1.4,48.0,11831.0,Ralf,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,,2,0,29.3,1.0,0,0,2019,Corinthians
12,2019-07-14,16:00,Série A,Matchweek 10,Sun,Home,W,1,0,CSA,2.2,0.1,66.0,33952.0,Fagner,4-1-4-1,Wagner Reway,Match Report,,27,7,21.4,6.0,0,0,2019,Corinthians
13,2019-07-21,16:00,Série A,Matchweek 11,Sun,Home,D,1,1,Flamengo,1.3,0.9,46.0,34737.0,Cássio,4-1-4-1,Leandro Pedro Vuaden,Match Report,,13,2,22.8,0.0,1,1,2019,Corinthians
15,2019-07-28,19:00,Série A,Matchweek 12,Sun,Away,W,3,1,Fortaleza,2.1,1.3,52.0,41546.0,Danilo Avelar,4-1-4-1,Wilton Sampaio,Match Report,,14,5,15.4,0.0,0,0,2019,Corinthians
17,2019-08-04,19:00,Série A,Matchweek 13,Sun,Home,D,1,1,Palmeiras,0.5,1.0,50.0,42675.0,Cássio,4-1-4-1,Anderson Daronco,Match Report,,9,7,22.0,2.0,0,0,2019,Corinthians
18,2019-08-07,19:15,Série A,Matchweek 7,Wed,Home,W,2,0,Goiás,2.0,0.4,64.0,34595.0,Fagner,4-1-4-1,Bruno Arleu de Araujo,Match Report,,18,5,21.2,2.0,1,1,2019,Corinthians
19,2019-08-11,11:00,Série A,Matchweek 14,Sun,Away,D,0,0,Internacional,0.8,0.4,44.0,32049.0,Danilo Avelar,4-1-4-1,Caio Max Augusto Vieira,Match Report,,8,1,22.0,1.0,0,0,2019,Corinthians
20,2019-08-17,17:00,Série A,Matchweek 15,Sat,Home,W,2,0,Botafogo (RJ),1.4,0.4,43.0,38882.0,Gil,4-1-4-1,Rafael Traci,Match Report,,18,9,19.8,1.0,0,0,2019,Corinthians
22,2019-08-25,19:00,Série A,Matchweek 16,Sun,Away,D,1,1,Avaí,1.2,0.5,52.0,9753.0,Cássio,4-1-4-1,Ricardo Marques Ribeiro,Match Report,,8,4,17.4,1.0,0,0,2019,Corinthians
24,2019-09-01,19:00,Série A,Matchweek 17,Sun,Home,W,1,0,Atlético Mineiro,1.3,0.8,46.0,31961.0,Cássio,4-1-4-1,Wilton Sampaio,Match Report,,14,5,20.6,0.0,0,0,2019,Corinthians
25,2019-09-07,11:00,Série A,Matchweek 18,Sat,Home,D,2,2,Ceará,1.0,1.3,60.0,43230.0,Danilo Avelar,4-1-4-1,Paulo Roberto Alves Júnior,Match Report,,13,2,17.0,1.0,0,0,2019,Corinthians
26,2019-09-15,16:00,Série A,Matchweek 19,Sun,Away,L,0,1,Fluminense,0.8,0.6,51.0,15733.0,Cássio,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,,13,3,19.0,0.0,0,0,2019,Corinthians
28,2019-09-21,19:00,Série A,Matchweek 20,Sat,Home,W,2,1,Bahia,2.7,1.1,50.0,29569.0,Vágner Love,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,14,2,20.0,1.0,1,1,2019,Corinthians
30,2019-09-29,11:00,Série A,Matchweek 22,Sun,Home,W,1,0,Vasco da Gama,0.9,1.1,54.0,37091.0,Gil,4-1-4-1,Ricardo Marques Ribeiro,Match Report,,10,7,20.3,0.0,0,0,2019,Corinthians
31,2019-10-02,19:15,Série A,Matchweek 21,Wed,Away,W,1,0,Chapecoense,0.5,1.1,46.0,5036.0,Danilo Avelar,4-1-4-1,Daniel Nobre Bins,Match Report,,12,2,23.2,1.0,0,0,2019,Corinthians
32,2019-10-05,19:00,Série A,Matchweek 23,Sat,Away,D,0,0,Grêmio,0.6,0.9,36.0,14596.0,Fagner,4-4-1-1,Bruno Arleu de Araujo,Match Report,,13,2,20.8,1.0,0,0,2019,Corinthians
33,2019-10-10,19:15,Série A,Matchweek 24,Thu,Home,D,2,2,Atl Paranaense,1.6,3.1,42.0,22964.0,Vágner Love,4-2-3-1,André Luiz de Freitas Castro,Match Report,,11,4,15.5,2.0,0,0,2019,Corinthians
34,2019-10-13,18:00,Série A,Matchweek 25,Sun,Away,L,0,1,São Paulo,0.1,1.7,45.0,37561.0,Cássio,4-1-4-1,Raphael Claus,Match Report,,3,2,25.0,0.0,0,0,2019,Corinthians
35,2019-10-16,21:30,Série A,Matchweek 26,Wed,Away,D,2,2,Goiás,2.0,1.4,55.0,17577.0,Fagner,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,,16,4,20.4,0.0,1,1,2019,Corinthians
36,2019-10-19,19:00,Série A,Matchweek 27,Sat,Home,L,1,2,Cruzeiro,0.8,2.5,54.0,31631.0,Ralf,4-1-4-1,Bruno Arleu de Araujo,Match Report,,13,4,16.2,0.0,0,0,2019,Corinthians
37,2019-10-26,18:00,Série A,Matchweek 28,Sat,Home,D,0,0,Santos,0.8,0.9,38.0,32142.0,Gil,4-1-4-1,Luiz Flávio de Oliveira,Match Report,,14,5,23.1,1.0,0,0,2019,Corinthians
38,2019-10-30,21:30,Série A,Matchweek 29,Wed,Away,L,1,2,CSA,0.6,0.7,56.0,15428.0,Cássio,4-1-4-1,Rafael Traci,Match Report,,12,2,20.6,1.0,0,0,2019,Corinthians
39,2019-11-03,17:00,Série A,Matchweek 30,Sun,Away,L,1,4,Flamengo,0.8,2.1,32.0,64985.0,Fagner,4-4-2,Jean Pierre Goncalves Lima,Match Report,,7,4,17.5,0.0,0,0,2019,Corinthians
40,2019-11-06,20:30,Série A,Matchweek 31,Wed,Home,W,3,2,Fortaleza,1.6,2.4,59.0,22453.0,Gil,4-2-3-1,Caio Max Augusto Vieira,Match Report,,15,6,21.6,0.0,0,0,2019,Corinthians
41,2019-11-09,20:00,Série A,Matchweek 32,Sat,Away,D,1,1,Palmeiras,0.4,2.6,52.0,36290.0,Gil,4-4-1-1,Vinicius Gonçalves Dias Araujo,Match Report,,7,2,20.8,0.0,0,0,2019,Corinthians
42,2019-11-17,18:00,Série A,Matchweek 33,Sun,Home,D,0,0,Internacional,0.9,0.7,50.0,29159.0,Cássio,4-4-1-1,Marcelo de Lima Henrique,Match Report,,14,3,21.8,1.0,0,0,2019,Corinthians
43,2019-11-24,18:00,Série A,Matchweek 34,Sun,Away,L,0,1,Botafogo (RJ),1.3,0.7,71.0,22558.0,Gil,4-1-2-1-2◆,André Luiz de Freitas Castro,Match Report,,25,5,21.1,2.0,0,0,2019,Corinthians
44,2019-11-27,21:30,Série A,Matchweek 35,Wed,Home,W,3,0,Avaí,2.9,0.7,63.0,17441.0,Cássio,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,,32,9,19.0,0.0,0,0,2019,Corinthians
45,2019-12-01,18:00,Série A,Matchweek 36,Sun,Away,L,1,2,Atlético Mineiro,0.8,2.2,59.0,18062.0,Cássio,4-1-4-1,Paulo Roberto Alves Júnior,Match Report,,13,4,16.5,1.0,0,0,2019,Corinthians
46,2019-12-04,19:30,Série A,Matchweek 37,Wed,Away,W,1,0,Ceará,1.4,0.6,63.0,49200.0,Gil,4-1-4-1,Rafael Traci,Match Report,,19,2,20.0,2.0,0,0,2019,Corinthians
47,2019-12-08,16:00,Série A,Matchweek 38,Sun,Home,L,1,2,Fluminense,1.0,0.5,60.0,36316.0,Cássio,4-4-2,Rodrigo D'Alonso Ferreira,Match Report,,16,3,20.2,0.0,0,0,2019,Corinthians
0,2019-04-28,19:00,Série A,Matchweek 1,Sun,Away,L,0,4,Palmeiras,0.3,2.6,47.0,26701.0,Wellington Paulista,4-4-2,Braulio da Silva Machado,Match Report,,8,5,23.6,0.0,0,0,2019,Fortaleza
1,2019-05-01,21:30,Série A,Matchweek 2,Wed,Home,W,2,1,Atl Paranaense,1.3,0.3,37.0,20578.0,Paulo Roberto,4-2-2-2,Marcelo de Lima Henrique,Match Report,,18,5,20.7,1.0,0,0,2019,Fortaleza
2,2019-05-05,16:00,Série A,Matchweek 3,Sun,Away,L,0,1,Botafogo (RJ),1.0,1.6,43.0,13749.0,Wellington Paulista,4-4-2,Wagner Reway,Match Report,,14,3,21.8,0.0,0,0,2019,Fortaleza
3,2019-05-12,19:00,Série A,Matchweek 4,Sun,Home,L,0,1,São Paulo,0.7,0.7,53.0,42955.0,Juan Quintero,4-4-2,Wilton Sampaio,Match Report,,12,3,20.2,0.0,0,0,2019,Fortaleza
4,2019-05-19,16:00,Série A,Matchweek 5,Sun,Away,W,3,1,Chapecoense,2.5,1.4,48.0,6765.0,Wellington Paulista,4-4-2,Thiago Duarte Peixoto,Match Report,,12,7,14.0,1.0,0,0,2019,Fortaleza
5,2019-05-26,19:00,Série A,Matchweek 6,Sun,Home,D,1,1,Vasco da Gama,2.1,2.0,61.0,28148.0,Juan Quintero,4-4-2,Anderson Daronco,Match Report,,12,2,14.9,1.0,0,0,2019,Fortaleza
6,2019-06-01,16:00,Série A,Matchweek 7,Sat,Away,L,0,2,Flamengo,0.4,3.2,36.0,37658.0,Juan Quintero,4-4-2,Rodrigo D'Alonso Ferreira,Match Report,,10,4,23.9,2.0,0,0,2019,Fortaleza
7,2019-06-08,19:00,Série A,Matchweek 8,Sat,Away,L,0,1,Grêmio,0.2,0.9,35.0,3761.0,Juan Quintero,4-2-3-1,Savio Pereira,Match Report,,5,2,23.6,0.0,0,0,2019,Fortaleza
8,2019-06-12,21:00,Série A,Matchweek 9,Wed,Home,W,2,1,Cruzeiro,1.6,0.5,46.0,17099.0,Juan Quintero,4-2-3-1,Heber Roberto Lopes,Match Report,,11,4,17.1,2.0,0,0,2019,Fortaleza
9,2019-07-13,17:00,Série A,Matchweek 10,Sat,Home,W,2,0,Avaí,1.5,0.9,41.0,24864.0,Juan Quintero,4-4-2,Thiago Duarte Peixoto,Match Report,,14,5,17.9,1.0,0,0,2019,Fortaleza
10,2019-07-21,16:00,Série A,Matchweek 11,Sun,Away,D,2,2,Atlético Mineiro,1.6,4.8,49.0,16043.0,Juan Quintero,4-2-3-1,Edina Alves Batista,Match Report,,9,3,17.3,1.0,1,1,2019,Fortaleza
11,2019-07-28,19:00,Série A,Matchweek 12,Sun,Home,L,1,3,Corinthians,1.3,2.1,48.0,41546.0,Juan Quintero,4-4-2,Wilton Sampaio,Match Report,,14,3,17.8,0.0,0,0,2019,Fortaleza
12,2019-08-03,19:00,Série A,Matchweek 13,Sat,Away,L,1,2,Ceará,1.8,1.8,64.0,38421.0,Juan Quintero,4-4-2,Heber Roberto Lopes,Match Report,,10,3,23.7,0.0,1,1,2019,Fortaleza
13,2019-08-12,20:00,Série A,Matchweek 14,Mon,Away,W,2,0,CSA,0.7,1.4,48.0,9924.0,Wellington Paulista,4-4-1-1,Gilberto Rodrigues Castro Junior,Match Report,,6,3,18.7,0.0,0,0,2019,Fortaleza
14,2019-08-17,17:00,Série A,Matchweek 15,Sat,Home,L,0,1,Internacional,0.9,0.6,55.0,38519.0,Juan Quintero,4-4-1-1,Braulio da Silva Machado,Match Report,,15,4,21.5,0.0,0,0,2019,Fortaleza
15,2019-08-25,16:00,Série A,Matchweek 16,Sun,Away,D,3,3,Santos,2.3,2.0,40.0,12515.0,Juan Quintero,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,8,4,16.4,0.0,1,1,2019,Fortaleza
16,2019-09-01,16:00,Série A,Matchweek 17,Sun,Home,W,2,0,Goiás,1.3,0.5,51.0,34343.0,Juan Quintero,4-2-3-1,Felipe Fernandes de Lima,Match Report,,11,3,18.9,1.0,0,0,2019,Fortaleza
